sentence,sentence_with_entity,class,subject_entity,object_entity,영진,준홍
"2014년 이베이는 2015년 중반까지 페이팔을 독립적인 회사로 분리할 계획을 발표하였으며, 분리는 2015년 7월 18일에 완료되었다.","2014년 <sbj:이베이>는 2015년 중반까지 <obj:페이팔>을 독립적인 회사로 분리할 계획을 발표하였으며, 분리는 2015년 7월 18일에 완료되었다.",org:member_of,"{'start': 6, 'text': '이베이', 'type': 'org'}","{'start': 22, 'text': '페이팔', 'type': 'org'}",,
"2014년 6월 데이비드 마커스는 페이팔 회장에서 물러난다고 발표하였는데, 그는 모바일 결제 기업 종(Zong)의 설립자이자 CEO이었고 페이팔의 Zong 인수 후에는 2011년 8월 페이팔에 입사하였으며, 또한 그는 스콧 톰슨이 야후로 옮겨간 이후에 페이팔 회장이 되었었다.","2014년 6월 <sbj:데이비드 마커스>는 <obj:페이팔> 회장에서 물러난다고 발표하였는데, 그는 모바일 결제 기업 종(Zong)의 설립자이자 CEO이었고 페이팔의 Zong 인수 후에는 2011년 8월 페이팔에 입사하였으며, 또한 그는 스콧 톰슨이 야후로 옮겨간 이후에 페이팔 회장이 되었었다.",per:employee_of,"{'start': 9, 'text': '데이비드 마커스', 'type': 'per'}","{'start': 19, 'text': '페이팔', 'type': 'org'}",,
2016년 12월 굿게임 에이전시는 이해충돌 우려로 아마존에 의해 직원들을 해고시켰다.,2016년 12월 <obj:굿게임 에이전시>는 이해충돌 우려로 <sbj:아마존>에 의해 직원들을 해고시켰다.,no_relation:no_relation,"{'start': 29, 'text': '아마존', 'type': 'no_relation'}","{'start': 10, 'text': '굿게임 에이전시', 'type': 'no_relation'}",,
자사의 MS-DOS 이외의 다른 도스와의 호환성도 인위적으로 버렸다는 지적도 제기되었다.,자사의 MS-DOS 이외의 다른 <obj:도스>와의 <sbj:호환성>도 인위적으로 버렸다는 지적도 제기되었다.,no_relation:no_relation,"{'start': 23, 'text': '호환성', 'type': 'no_relation'}","{'start': 18, 'text': '도스', 'type': 'no_relation'}",,
2010년까지 페이팔은 전 세계 25개의 서로 다른 통화권에 걸쳐 190여 마켓에서 1억이 넘는 사용자 계정을 기록하였다.,2010년까지 <sbj:페이팔>은 전 세계 25개의 서로 다른 <obj:통화권>에 걸쳐 190여 마켓에서 1억이 넘는 사용자 계정을 기록하였다.,no_relation:no_relation,"{'start': 8, 'text': '페이팔', 'type': 'no_relation'}","{'start': 29, 'text': '통화권', 'type': 'no_relation'}",,
또한 사용자는 구매 시마다 비트 및 랜덤 채팅 전자 메일 컬렉션을 포함한 &quot;트위치 상자&quot;를 받을 수 있다.2017년 8월 트위치는 비디오 인덱싱 플랫폼 클립마인을 인수했다고 발표했다.,"또한 사용자는 구매 시마다 비트 및 랜덤 채팅 전자 메일 컬렉션을 포함한 ""<sbj:트위치> 상자""를 받을 수 있다.2017년 8월 트위치는 비디오 인덱싱 플랫폼 <obj:클립마인>을 인수했다고 발표했다.",org:members,"{'start': 42, 'text': '트위치', 'type': 'org'}","{'start': 85, 'text': '클립마인', 'type': 'org'}",,
"1991년 프린터 제조업체인 Lexmark를 분사하고 Lenovo에 개인용 컴퓨터(ThinkPad/ThinkCentre)와 x86 기반 서버 사업을 각각 2005년과 2014년에 매각했으며, PwC Consulting(2002), SPSS(2009), The Weather Company(2016)와 Red Hat(2019)과 같은 회사를 인수했습니다.","1991년 프린터 제조업체인 Lexmark를 분사하고 <sbj:Lenovo>에 <obj:개인용 컴퓨터>(ThinkPad/ThinkCentre)와 x86 기반 서버 사업을 각각 2005년과 2014년에 매각했으며, PwC Consulting(2002), SPSS(2009), The Weather Company(2016)와 Red Hat(2019)과 같은 회사를 인수했습니다.",org:production,"{'start': 30, 'text': 'Lenovo', 'type': 'org'}","{'start': 38, 'text': '개인용 컴퓨터', 'type': 'poh'}",,
"미국 공연 권리와 음악 협회의 단체는 트위치가 기계 및 동기화 라이선스 지불을 피하기 위해 사운드트랙을 디자인했다고 비난했는데, 트위치는 이를 옹호했다.","미국 공연 권리와 <obj:음악 협회>의 단체는 <sbj:트위치>가 기계 및 동기화 라이선스 지불을 피하기 위해 사운드트랙을 디자인했다고 비난했는데, 트위치는 이를 옹호했다.",no_relation:no_relation,"{'start': 21, 'text': '트위치', 'type': 'no_relation'}","{'start': 10, 'text': '음악 협회', 'type': 'no_relation'}",,
"또한 페이팔이 사용자의 필수 신원 정보를 확인한 경우, 페이팔에서 발행한 직불 카드를 이용하여 현금인출기(ATM)에서 인출할 수 있거나 페이팔에 수표를 요청할 수 있다.","또한 <sbj:페이팔>이 사용자의 필수 신원 정보를 확인한 경우, 페이팔에서 발행한 직불 카드를 이용하여 <obj:현금인출기>(ATM)에서 인출할 수 있거나 페이팔에 수표를 요청할 수 있다.",no_relation:no_relation,"{'start': 3, 'text': '페이팔', 'type': 'no_relation'}","{'start': 53, 'text': '현금인출기', 'type': 'no_relation'}",,
"페이팔은 주식시세 표시기의 'PYPL' 이름으로 주당 13달러에 신규 상장되었으며, 6,100만 달러의 기업상장 공모금액을 기록하였다.","<obj:페이팔>은 주식시세 표시기의 'PYPL' 이름으로 주당 13달러에 신규 상장되었으며, 6,100만 달러의 기업상장 <sbj:공모금액>을 기록하였다.",no_relation:no_relation,"{'start': 63, 'text': '공모금액', 'type': 'no_relation'}","{'start': 0, 'text': '페이팔', 'type': 'no_relation'}",,
"페이팔 마피아는 페이팔의 공동창업자 겸 CEO인 피터 틸과 공동 CEO 일론 머스크, 천재 엔지니어 맥스 레브친, 유튜브를 만든 엔지니어 스티브 첸과 채드 헐리, 링크드인 창업자 레이드 호프먼 등이다.","<sbj:페이팔> 마피아는 페이팔의 공동창업자 겸 CEO인 <obj:피터 틸>과 공동 CEO 일론 머스크, 천재 엔지니어 맥스 레브친, 유튜브를 만든 엔지니어 스티브 첸과 채드 헐리, 링크드인 창업자 레이드 호프먼 등이다.",org:founded_by,"{'start': 0, 'text': '페이팔', 'type': 'org'}","{'start': 27, 'text': '피터 틸', 'type': 'per'}",,
"전 세계 사용자들의 페이팔을 통한 위키리크스에 대한 기부 즉, 위키리크스에 대한 송금 서비스를 페이팔이 중지한 이후 DoS 공격이 2010년 12월 발생하였으며, 페이팔에 대한 공격과 관련하여 기소된 14명 중 13명은 경범죄에서 중죄에 이르기까지 법원에서 유죄를 인정하였다.","전 세계 사용자들의 <sbj:페이팔>을 통한 <obj:위키리크스>에 대한 기부 즉, 위키리크스에 대한 송금 서비스를 페이팔이 중지한 이후 DoS 공격이 2010년 12월 발생하였으며, 페이팔에 대한 공격과 관련하여 기소된 14명 중 13명은 경범죄에서 중죄에 이르기까지 법원에서 유죄를 인정하였다.",no_relation:no_relation,"{'start': 11, 'text': '페이팔', 'type': 'no_relation'}","{'start': 19, 'text': '위키리크스', 'type': 'no_relation'}",,
페이팔은 사용자 계정의 잔고 인출에 대한 제한을 설정할 수 있으며 페이팔 계정에 로그인하면 이러한 인출 한도를 볼 수 있다.,<obj:페이팔>은 사용자 계정의 잔고 인출에 대한 제한을 설정할 수 있으며 페이팔 계정에 <sbj:로그인>하면 이러한 인출 한도를 볼 수 있다.,no_relation:no_relation,"{'start': 45, 'text': '로그인', 'type': 'no_relation'}","{'start': 0, 'text': '페이팔', 'type': 'no_relation'}",,
"2012년 말까지 페이팔의 전체 거래 금액은 1,450억 달러에 이르렀으며, 2012년 3분기에 페이팔 수익은 13.7억 달러를 기록하였는데 이것은 이베이 수익의 40%를 차지하는 금액이었다.","2012년 말까지 <obj:페이팔>의 전체 거래 <sbj:금액>은 1,450억 달러에 이르렀으며, 2012년 3분기에 페이팔 수익은 13.7억 달러를 기록하였는데 이것은 이베이 수익의 40%를 차지하는 금액이었다.",no_relation:no_relation,"{'start': 21, 'text': '금액', 'type': 'no_relation'}","{'start': 10, 'text': '페이팔', 'type': 'no_relation'}",,
"젊은 게이머들은 배틀그라운드보다 포트나이트 게임을 더 많이 할 가능성이 높기 때문에, 배틀그라운드가 현재 domin에서 지배하고 있다는 사실은 플랫폼의 관객들이 더 나이가 많다는 것을 보여주는 초기 지표다.","<obj:젊은 게이머>들은 배틀그라운드보다 <sbj:포트나이트> 게임을 더 많이 할 가능성이 높기 때문에, 배틀그라운드가 현재 domin에서 지배하고 있다는 사실은 플랫폼의 관객들이 더 나이가 많다는 것을 보여주는 초기 지표다.",no_relation:no_relation,"{'start': 18, 'text': '포트나이트', 'type': 'no_relation'}","{'start': 0, 'text': '젊은 게이머', 'type': 'no_relation'}",,
페이팔 계정의 잔고로부터 은행 계좌로 인출할 때에 페이팔이 수수료를 부과하지는 않지만 페이팔 계정으로부터 자신의 유효한 직불 카드로 인출이 된다면 수수료를 부담해야 한다.,페이팔 계정의 잔고로부터 <obj:은행 계좌>로 인출할 때에 페이팔이 <sbj:수수료>를 부과하지는 않지만 페이팔 계정으로부터 자신의 유효한 직불 카드로 인출이 된다면 수수료를 부담해야 한다.,no_relation:no_relation,"{'start': 33, 'text': '수수료', 'type': 'no_relation'}","{'start': 14, 'text': '은행 계좌', 'type': 'no_relation'}",,
"페이스북은 트위치, 믹서 등 인기 플랫폼과 직접 경쟁한다.","<obj:페이스북>은 <sbj:트위치>, 믹서 등 인기 플랫폼과 직접 경쟁한다.",no_relation:no_relation,"{'start': 6, 'text': '트위치', 'type': 'no_relation'}","{'start': 0, 'text': '페이스북', 'type': 'no_relation'}",,
"2016년 3월 31일 현재 강의를 이 사이트를 통해 제공하고 있는 대학은 맨체스터대, 듀크대, 스탠포트대, 런던대, 캘리포니아대(어바인), 연세대, 브라운대, 펜실베니아주립대, 취히리대, 상파울루대, 칼텍, 북경대, 라이스대, 예일대, 시드니대, 존스홉킨스대, 보코니대 등이 있다. (https://www.coursera.org/about/partners)","2016년 3월 31일 현재 강의를 이 사이트를 통해 제공하고 있는 대학은 <obj:맨체스터대>, 듀크대, 스탠포트대, 런던대, 캘리포니아대(어바인), 연세대, 브라운대, 펜실베니아주립대, 취히리대, <sbj:상파울루대>, 칼텍, 북경대, 라이스대, 예일대, 시드니대, 존스홉킨스대, 보코니대 등이 있다. (https://www.coursera.org/about/partners)",no_relation:no_relation,"{'start': 106, 'text': '상파울루대', 'type': 'no_relation'}","{'start': 42, 'text': '맨체스터대', 'type': 'no_relation'}",,
페이팔 계정의 잔고 인출을 위하여 페이팔에 수표를 요청하는 경우 180일 내에 현금화해야 하며 유효 기일이 지나면 해당 금액은 다시 사용자 페이팔 계정으로 반환되며 이에 따른 수수료가 있다.,페이팔 계정의 잔고 인출을 위하여 페이팔에 <obj:수표>를 요청하는 경우 180일 내에 현금화해야 하며 유효 기일이 지나면 해당 금액은 다시 <sbj:사용자> 페이팔 계정으로 반환되며 이에 따른 수수료가 있다.,no_relation:no_relation,"{'start': 74, 'text': '사용자', 'type': 'no_relation'}","{'start': 24, 'text': '수표', 'type': 'no_relation'}",,
"2015년 IBM은 반도체 설계를 계속하되 제조를 글로벌파운드리(Global Foundries)에 맡기겠다고 발표했으며, 2021년 IBM은 글로벌 기술 서비스 부문의 Managed Infrastructure Services 사업부(GTS)를 분사시켰습니다.","2015년 <sbj:IBM>은 반도체 설계를 계속하되 제조를 글로벌파운드리(Global Foundries)에 맡기겠다고 발표했으며, 2021년 IBM은 글로벌 기술 서비스 부문의 <obj:Managed Infrastructure Services 사업부>(GTS)를 분사시켰습니다.",org:members,"{'start': 6, 'text': 'IBM', 'type': 'org'}","{'start': 94, 'text': 'Managed Infrastructure Services 사업부', 'type': 'org'}",,
"스탠포드 대학교의 컴퓨터 공학 교수 앤드류 응(Andrew Ng)과 대프니 콜러(Daphne Koller)가 비싼 등록금을 내지 못하거나, 교육의 기회를 가질 수 없는 사람들을 위하여 자유로운 온라인 강의 사이트를 설립하였다.","<obj:스탠포드 대학교>의 컴퓨터 공학 교수 <sbj:앤드류 응>(Andrew Ng)과 대프니 콜러(Daphne Koller)가 비싼 등록금을 내지 못하거나, 교육의 기회를 가질 수 없는 사람들을 위하여 자유로운 온라인 강의 사이트를 설립하였다.",per:employee_of,"{'start': 20, 'text': '앤드류 응', 'type': 'per'}","{'start': 0, 'text': '스탠포드 대학교', 'type': 'org'}",,
System/360으로 대표되는 IBM 메인프레임은 1960년대와 1970년대에 지배적인 컴퓨팅 플랫폼이었습니다.,<obj:System/360>으로 대표되는 <sbj:IBM> 메인프레임은 1960년대와 1970년대에 지배적인 컴퓨팅 플랫폼이었습니다.,org:production,"{'start': 18, 'text': 'IBM', 'type': 'org'}","{'start': 0, 'text': 'System/360', 'type': 'poh'}",,
"페이팔 홀딩스 주식회사(영어: PayPal Holdings, Inc.)는 온라인 송금을 지원하며 수표나 우편환같은 전통적 종이 방법에 대한 전자적인 대안의 역할을 제공하는 전 세계 온라인 지불 시스템을 운영하는 미국의 회사이다.","<obj:페이팔 홀딩스 주식회사>(영어: <sbj:PayPal Holdings, Inc.>)는 온라인 송금을 지원하며 수표나 우편환같은 전통적 종이 방법에 대한 전자적인 대안의 역할을 제공하는 전 세계 온라인 지불 시스템을 운영하는 미국의 회사이다.",org:alteranate_names,"{'start': 17, 'text': 'PayPal Holdings, Inc.', 'type': 'org'}","{'start': 0, 'text': '페이팔 홀딩스 주식회사', 'type': 'org'}",,
"사용자들은 또한 시청자들이 얼마나 많은 응원을 했는지에 따라 채널 내에서 배지를 얻는다.2016년 8월 16일, 트위치는 온라인 비디오 게임 커뮤니티와 게임 지향 VoIP 소프트웨어의 운영자인 Curse, Inc.를 인수했다.","사용자들은 또한 시청자들이 얼마나 많은 응원을 했는지에 따라 채널 내에서 배지를 얻는다.2016년 8월 16일, <obj:트위치>는 온라인 비디오 게임 커뮤니티와 게임 지향 VoIP 소프트웨어의 운영자인 <sbj:Curse, Inc.>를 인수했다.",org:members,"{'start': 108, 'text': 'Curse, Inc.', 'type': 'org'}","{'start': 63, 'text': '트위치', 'type': 'org'}",,
"트위치의 매수는 아마존이 세 번째로 비디오 게임 중심의 사업을 인수한 것으로, 아마존은 이전에 비디오 게임 개발 회사인 리플렉티브 엔터테인먼트와 더블 헬릭스 게임을 인수한 적이 있다.2014년 12월 9일, 트위치는 e스포츠 팀인 Evil Genius와 Alliance를 소유한 단체인 굿게임 에이전시(GoodGame Agency)를 인수했다고 발표했다.","<obj:트위치>의 매수는 아마존이 세 번째로 비디오 게임 중심의 사업을 인수한 것으로, 아마존은 이전에 비디오 게임 개발 회사인 리플렉티브 엔터테인먼트와 더블 헬릭스 게임을 인수한 적이 있다.2014년 12월 9일, 트위치는 e스포츠 팀인 Evil Genius와 Alliance를 소유한 단체인 <sbj:굿게임 에이전시>(GoodGame Agency)를 인수했다고 발표했다.",org:members,"{'start': 160, 'text': '굿게임 에이전시', 'type': 'org'}","{'start': 0, 'text': '트위치', 'type': 'org'}",,
"2015년 10월 28일, 트위치는 두 번째 비게임 카테고리인 &quot;Creative&quot;를 출시했는데, 이는 예술적이고 창의적인 작품의 창조를 보여주는 스트리밍을 위한 것이다.","2015년 10월 28일, <sbj:트위치>는 <obj:두 번째 비게임 카테고리인 ""Creative"">를 출시했는데, 이는 예술적이고 창의적인 작품의 창조를 보여주는 스트리밍을 위한 것이다.",org:production,"{'start': 15, 'text': '트위치', 'type': 'org'}","{'start': 20, 'text': '두 번째 비게임 카테고리인 ""Creative""', 'type': 'poh'}",,
"1990년대에는 인텔 인사이드(Intel Inside)라는 슬로건으로 마케팅을 시작하였으며, 이 슬로건은 지금까지 프로세서 로고에 사용되고 있다.","1990년대에는 <sbj:인텔 인사이드>(<obj:Intel Inside>)라는 슬로건으로 마케팅을 시작하였으며, 이 슬로건은 지금까지 프로세서 로고에 사용되고 있다.",org:alteranate_names,"{'start': 9, 'text': '인텔 인사이드', 'type': 'org'}","{'start': 17, 'text': 'Intel Inside', 'type': 'org'}",,
"아프리카TV, 카카오TV의 경우 음원협회들과 사용계약을 맺어 LIVE, VOD에서 음원을 사용 가능하다. 하지만 트위치는 그러한 계약이 없음에도 불구, 음원은 물론이고 심지어 뮤비가 재생이 되어 엄연한 저작권법 위반이다.","<sbj:아프리카TV>, 카카오TV의 경우 음원협회들과 사용계약을 맺어 LIVE, VOD에서 음원을 사용 가능하다. 하지만 <obj:트위치>는 그러한 계약이 없음에도 불구, 음원은 물론이고 심지어 뮤비가 재생이 되어 엄연한 저작권법 위반이다.",no_relation:no_relation,"{'start': 0, 'text': '아프리카TV', 'type': 'no_relation'}","{'start': 63, 'text': '트위치', 'type': 'no_relation'}",,
트위치의 비디오 시스템은 초기에 스트리머와 시청자의 상호 작용을 방해하면서 상당한 스트리밍 지연을 야기했기 때문에 사용자들로부터 비난을 받았다.,<sbj:트위치>의 <obj:비디오 시스템>은 초기에 스트리머와 시청자의 상호 작용을 방해하면서 상당한 스트리밍 지연을 야기했기 때문에 사용자들로부터 비난을 받았다.,org:production,"{'start': 0, 'text': '트위치', 'type': 'org'}","{'start': 5, 'text': '비디오 시스템', 'type': 'poh'}",,
"인텔은 1968년 7월 18일, 화학자 고든 무어와 물리학자이자 집적 회로의 공동 발명가인 로버트 노이스가 캘리포니아 주 마운틴 뷰에 설립하였다.","<sbj:인텔>은 <obj:1968년 7월 18일>, 화학자 고든 무어와 물리학자이자 집적 회로의 공동 발명가인 로버트 노이스가 캘리포니아 주 마운틴 뷰에 설립하였다.",org:founded,"{'start': 0, 'text': '인텔', 'type': 'org'}","{'start': 4, 'text': '1968년 7월 18일', 'type': 'dat'}",,
"즉, 거래 상대방의 신용 카드 번호나 은행 계좌 번호를 알 필요 없이 페이팔 계정의 이메일 주소나 전화번호만을 이용하여 돈을 주거나 받을 수 있다는 것이다.","즉, 거래 <sbj:상대방>의 신용 카드 번호나 은행 계좌 번호를 알 필요 없이 페이팔 계정의 이메일 주소나 <obj:전화번호>만을 이용하여 돈을 주거나 받을 수 있다는 것이다.",no_relation:no_relation,"{'start': 6, 'text': '상대방', 'type': 'no_relation'}","{'start': 55, 'text': '전화번호', 'type': 'no_relation'}",,
"합의내용은 매우 복잡한데, 2021년 말경 SK하이닉스가 1차 인수대금 8조여원을 현금으로 지급하며 2025년에 나머지 금액을 역시 현금으로 지급하고 인텔은 이에 대응하여 단계적으로 사업을 양도한다.","합의내용은 매우 복잡한데, 2021년 말경 <obj:SK하이닉스>가 1차 <sbj:인수대금> 8조여원을 현금으로 지급하며 2025년에 나머지 금액을 역시 현금으로 지급하고 인텔은 이에 대응하여 단계적으로 사업을 양도한다.",no_relation:no_relation,"{'start': 35, 'text': '인수대금', 'type': 'no_relation'}","{'start': 24, 'text': 'SK하이닉스', 'type': 'no_relation'}",,
트위치의 본사는 샌프란시스코의 금융 지구에 위치했다.,<sbj:트위치>의 본사는 <obj:샌프란시스코의 금융 지구>에 위치했다.,org:location,"{'start': 0, 'text': '트위치', 'type': 'org'}","{'start': 9, 'text': '샌프란시스코의 금융 지구', 'type': 'loc'}",,
페이팔은 이베이의 소매 판매자들을 위한 전자지불 시스템을 마련하면서 판매자 서비스 부문을 계속 확충하였다.,<sbj:페이팔>은 이베이의 소매 판매자들을 위한 <obj:전자지불 시스템>을 마련하면서 판매자 서비스 부문을 계속 확충하였다.,org:production,"{'start': 0, 'text': '페이팔', 'type': 'org'}","{'start': 22, 'text': '전자지불 시스템', 'type': 'poh'}",,
여러 매체는 구글의 스트리밍 사업 독점 우려와 기존 유튜브 소유로 인해 계약을 철회했다고 포브스가 보도하는 등 구글의 루머로 인해 아마존이 입찰에 응할 수 있게 됐다고 전했다.,여러 매체는 구글의 스트리밍 사업 독점 우려와 기존 <obj:유튜브> 소유로 인해 계약을 철회했다고 포브스가 보도하는 등 구글의 루머로 인해 <sbj:아마존>이 입찰에 응할 수 있게 됐다고 전했다.,no_relation:no_relation,"{'start': 73, 'text': '아마존', 'type': 'no_relation'}","{'start': 29, 'text': '유튜브', 'type': 'no_relation'}",,
페이팔은 2002년에 기업공개를 하였으며 그 해에 이베이가 전적으로 소유하는 자회사가 되었다.,<sbj:페이팔>은 2002년에 기업공개를 하였으며 그 해에 <obj:이베이>가 전적으로 소유하는 자회사가 되었다.,org:members,"{'start': 0, 'text': '페이팔', 'type': 'org'}","{'start': 28, 'text': '이베이', 'type': 'org'}",,
"모든 사용자를 위한 무료 이모티콘, 터보 사용자를 위한 이모티콘, 트위치 프라임 사용자를 위한 이모티콘, 트위치 파트너 또는 제휴사에 가입한 사용자를 위한 이모티콘 등이 있다. 2015년 10월 기준으로, 카파라는 사람의 얼굴이 트위치에서 가장 많이 사용되는 이모티콘이다.","모든 <sbj:사용자>를 위한 무료 이모티콘, 터보 사용자를 위한 이모티콘, 트위치 프라임 사용자를 위한 이모티콘, 트위치 파트너 또는 제휴사에 가입한 사용자를 위한 이모티콘 등이 있다. 2015년 10월 기준으로, <obj:카파>라는 사람의 얼굴이 트위치에서 가장 많이 사용되는 이모티콘이다.",no_relation:no_relation,"{'start': 3, 'text': '사용자', 'type': 'no_relation'}","{'start': 115, 'text': '카파', 'type': 'no_relation'}",,
관련 스트리머들은 저작권이 있는 자료가 포함되어 있지 않은지 확실하지 않으면 모든 VOD와 클립을 제거해야 한다고 통보받았다.,관련 <obj:스트리머>들은 저작권이 있는 자료가 포함되어 있지 않은지 확실하지 않으면 모든 VOD와 <sbj:클립>을 제거해야 한다고 통보받았다.,no_relation:no_relation,"{'start': 51, 'text': '클립', 'type': 'no_relation'}","{'start': 3, 'text': '스트리머', 'type': 'no_relation'}",,
이메일을 받는 사람의 페이팔 계정에 문제가 있기 때문에 곧바로 페이팔에 로그인해서 관련된 사항을 해소해야 하며 그렇지 않으면 페이팔 계정이 정지된다는 등의 내용이 포함된 영문 스팸메일이다. 하지만 이메일에 포함된 페이팔 로그인 링크를 클릭하면 페이팔로 위장한 피싱 사이트로 연결된다.,<obj:이메일>을 받는 사람의 <sbj:페이팔> 계정에 문제가 있기 때문에 곧바로 페이팔에 로그인해서 관련된 사항을 해소해야 하며 그렇지 않으면 페이팔 계정이 정지된다는 등의 내용이 포함된 영문 스팸메일이다. 하지만 이메일에 포함된 페이팔 로그인 링크를 클릭하면 페이팔로 위장한 피싱 사이트로 연결된다.,no_relation:no_relation,"{'start': 12, 'text': '페이팔', 'type': 'no_relation'}","{'start': 0, 'text': '이메일', 'type': 'no_relation'}",,
"페이팔은 다수 이베이 사용자들의 지불수단이었고 또한 페이팔은 이베이 시스템에서 기본 지불방법이었으며, 페이팔과 경쟁하였던 이베이의 빌포인트, 시티은행의 c2it, 야후의 페이디렉트, 구글 체크아웃 그리고 웨스턴유니온의 비드페이 서비스는 해를 거듭하며 차례로 모두 서비스를 종료하였다.","<sbj:페이팔>은 다수 이베이 사용자들의 지불수단이었고 또한 페이팔은 <obj:이베이 시스템>에서 기본 지불방법이었으며, 페이팔과 경쟁하였던 이베이의 빌포인트, 시티은행의 c2it, 야후의 페이디렉트, 구글 체크아웃 그리고 웨스턴유니온의 비드페이 서비스는 해를 거듭하며 차례로 모두 서비스를 종료하였다.",no_relation:no_relation,"{'start': 0, 'text': '페이팔', 'type': 'no_relation'}","{'start': 34, 'text': '이베이 시스템', 'type': 'no_relation'}",,
"IBM은 컴퓨터 하드웨어, 미들웨어 및 소프트웨어를 생산하고 판매하며, 메인프레임 컴퓨터에서 나노 기술에 이르기까지 다양한 분야에서 호스팅 및 컨설팅 서비스를 제공하고 있습니다.","<sbj:IBM>은 <obj:컴퓨터 하드웨어>, 미들웨어 및 소프트웨어를 생산하고 판매하며, 메인프레임 컴퓨터에서 나노 기술에 이르기까지 다양한 분야에서 호스팅 및 컨설팅 서비스를 제공하고 있습니다.",org:production,"{'start': 0, 'text': 'IBM', 'type': 'org'}","{'start': 5, 'text': '컴퓨터 하드웨어', 'type': 'poh'}",,
"2016년 7월 트위치는 '소셜 먹방'을 베타 버전으로 출시했는데, 이는 먹방과 한국 선수들이 게임 스트림의 중간 휴식기로 연습에 임하는 한국의 현상으로부터 영감을 받았다.","2016년 7월 <sbj:트위치>는 '<obj:소셜 먹방>'을 베타 버전으로 출시했는데, 이는 먹방과 한국 선수들이 게임 스트림의 중간 휴식기로 연습에 임하는 한국의 현상으로부터 영감을 받았다.",org:production,"{'start': 9, 'text': '트위치', 'type': 'org'}","{'start': 15, 'text': '소셜 먹방', 'type': 'poh'}",,
페이팔의 기업공개 이후 2002년 7월 페이팔은 주당 23달러를 상회하는 가치로 이베이에 의해 인수되었는데 이것은 또한 기업공개 당시의 가격 77%를 넘는 것이었다.,<sbj:페이팔>의 기업공개 이후 2002년 7월 페이팔은 주당 23달러를 상회하는 가치로 <obj:이베이>에 의해 인수되었는데 이것은 또한 기업공개 당시의 가격 77%를 넘는 것이었다.,org:members,"{'start': 0, 'text': '페이팔', 'type': 'org'}","{'start': 45, 'text': '이베이', 'type': 'org'}",,
"2000년 10월 머스크는 엑스 닷컴의 다른 인터넷 뱅킹 사업을 종결하고 페이팔 서비스에 집중하기로 결정을 하였으며, 같은 달에 일론 머스크는 피터 틸에게 엑스 닷컴의 CEO 자리를 넘겨주었다.","2000년 10월 머스크는 <obj:엑스 닷컴>의 다른 인터넷 뱅킹 사업을 종결하고 페이팔 서비스에 집중하기로 결정을 하였으며, 같은 달에 일론 머스크는 <sbj:피터 틸>에게 엑스 닷컴의 CEO 자리를 넘겨주었다.",per:employee_of,"{'start': 80, 'text': '피터 틸', 'type': 'per'}","{'start': 15, 'text': '엑스 닷컴', 'type': 'org'}",,
"이사들의 임기는 다음번 정기주주총회때까지로 한다.(Bylaws Article III Section 1) 인텔은 정기적으로 이사회의 적정 인원수를 검토하고, 독립적 이사가 실질적 다수가 되어야 하고 CEO 이외에 사내이사 선임을 유용하고 적절한 것으로 본다.","이사들의 임기는 다음번 정기주주총회때까지로 한다.(Bylaws Article III Section 1) <sbj:인텔>은 정기적으로 이사회의 적정 인원수를 검토하고, <obj:독립적 이사>가 실질적 다수가 되어야 하고 CEO 이외에 사내이사 선임을 유용하고 적절한 것으로 본다.",no_relation:no_relation,"{'start': 58, 'text': '인텔', 'type': 'no_relation'}","{'start': 87, 'text': '독립적 이사', 'type': 'no_relation'}",,
만약 저작권으로 보호되는 음악(특히 게임 외부의 사용자가 재생하는 노래)이 감지되면 비디오의 30분 분량의 소리가 음소거된다.,만약 <obj:저작권>으로 보호되는 <sbj:음악>(특히 게임 외부의 사용자가 재생하는 노래)이 감지되면 비디오의 30분 분량의 소리가 음소거된다.,no_relation:no_relation,"{'start': 14, 'text': '음악', 'type': 'no_relation'}","{'start': 3, 'text': '저작권', 'type': 'no_relation'}",,
"2017년 3월, 트위치는 IRL(In Real Life) 카테고리를 추가했는데, IRL 카테고리는 트위치 가이드라인 내 콘텐츠용으로 설계되었으며, 이는 사이트의 다른 설정된 카테고리(라이프 로그 등)에 속하지 않는다.","2017년 3월, <sbj:트위치>는 IRL(In Real Life) 카테고리를 추가했는데, <obj:IRL 카테고리>는 트위치 가이드라인 내 콘텐츠용으로 설계되었으며, 이는 사이트의 다른 설정된 카테고리(라이프 로그 등)에 속하지 않는다.",org:production,"{'start': 10, 'text': '트위치', 'type': 'org'}","{'start': 46, 'text': 'IRL 카테고리', 'type': 'poh'}",,
"IBM은 비즈니스에 최적화된 클라우드와 AI, 퀀텀컴퓨팅 등의 첨단 기술을 사용하여 비즈니스와 산업, 나아가 세계를 변화시키는 기술 혁신 기업입니다.","<sbj:IBM>은 비즈니스에 최적화된 클라우드와 AI, <obj:퀀텀컴퓨팅> 등의 첨단 기술을 사용하여 비즈니스와 산업, 나아가 세계를 변화시키는 기술 혁신 기업입니다.",org:production,"{'start': 0, 'text': 'IBM', 'type': 'org'}","{'start': 26, 'text': '퀀텀컴퓨팅', 'type': 'poh'}",,
